No_of_Prawns,Age_of_Pond,Food_Intake,Season,Prawn_Count
20000,84,30,Summer,Unpredictable
20000,85,30,Summer,Unpredictable
20000,86,30,Summer,Unpredictable
20000,87,30,Summer,Unpredictable
20000,88,30,Summer,Unpredictable
20000,89,30,Summer,Unpredictable
20000,90,30,Summer,Unpredictable
20000,91,30,Summer,Unpredictable
20000,92,30,Summer,Unpredictable
20000,93,30,Summer,Unpredictable
20000,94,30,Summer,Unpredictable
20000,95,30,Summer,Unpredictable
20000,96,30,Summer,Unpredictable
20000,97,30,Summer,Unpredictable
20000,98,30,Summer,Unpredictable
20000,99,30,Summer,Unpredictable
20000,100,30,Summer,Unpredictable
20000,101,30,Summer,Unpredictable
20000,102,30,Summer,Unpredictable
20000,103,30,Summer,Unpredictable
20000,104,30,Summer,Unpredictable
20000,105,30,Summer,Unpredictable
20000,106,30,Summer,Unpredictable
20000,107,30,Summer,Unpredictable
20000,108,30,Summer,Unpredictable
20000,109,30,Summer,Unpredictable
20000,110,30,Summer,Unpredictable
20000,111,30,Summer,Unpredictable
20000,112,30,Summer,Unpredictable
20000,113,30,Summer,Unpredictable
20000,114,30,Summer,Unpredictable
20000,115,30,Summer,Unpredictable
20000,116,30,Summer,Unpredictable
20000,117,30,Summer,Unpredictable
20000,118,30,Summer,Unpredictable
20000,119,30,Summer,Unpredictable
20000,120,30,Summer,Unpredictable
20000,121,30,Summer,Unpredictable
20000,122,30,Summer,Unpredictable
20000,123,30,Summer,Unpredictable
20000,124,30,Summer,Unpredictable
20000,125,30,Summer,Unpredictable
20000,126,30,Summer,Unpredictable
20000,127,30,Summer,Unpredictable
20000,128,30,Summer,Unpredictable
20000,129,30,Summer,Unpredictable
20000,130,30,Summer,Unpredictable
20000,131,30,Summer,Unpredictable
20000,132,30,Summer,Unpredictable
20000,133,30,Summer,Unpredictable
20000,134,30,Summer,Unpredictable
20000,135,30,Summer,Unpredictable
20000,136,30,Summer,Unpredictable
20000,137,30,Summer,Unpredictable
20000,138,30,Summer,Unpredictable
20000,139,30,Summer,Unpredictable
20000,140,30,Summer,Unpredictable
20000,141,30,Summer,Unpredictable
20000,142,30,Summer,Unpredictable
20000,143,30,Summer,Unpredictable
20000,144,30,Summer,Unpredictable
20000,145,30,Summer,Unpredictable
20000,146,30,Summer,Unpredictable
20000,147,30,Summer,Unpredictable
20000,148,30,Summer,Unpredictable
20000,149,30,Summer,Unpredictable
20000,150,30,Summer,Unpredictable
20000,151,30,Summer,Unpredictable
20000,152,30,Summer,Unpredictable
20000,153,30,Summer,Unpredictable
20000,154,30,Summer,Unpredictable
20000,155,30,Summer,Unpredictable
20000,156,30,Summer,Unpredictable
20000,157,30,Summer,Unpredictable
20000,158,30,Summer,Unpredictable
20000,159,30,Summer,Unpredictable
20000,160,30,Summer,Unpredictable
20000,1,2.4,Winter,Unpredictable
20000,2,2.4,Winter,Unpredictable
20000,3,2.4,Winter,Unpredictable
20000,4,2.4,Winter,Unpredictable
20000,5,2.4,Winter,Unpredictable
20000,6,2.4,Winter,Unpredictable
20000,7,2.4,Winter,Unpredictable
20000,8,2.4,Winter,Unpredictable
20000,9,2.4,Winter,Unpredictable
20000,10,2.4,Winter,Unpredictable
20000,11,2.46,Winter,Unpredictable
20000,12,2.52,Winter,Unpredictable
20000,13,2.58,Winter,Unpredictable
20000,14,2.64,Winter,Unpredictable
20000,15,2.7,Winter,Unpredictable
20000,16,2.76,Winter,Unpredictable
20000,17,2.82,Winter,Unpredictable
20000,18,2.88,Winter,Unpredictable
20000,19,2.94,Winter,Unpredictable
20000,20,3,Winter,Unpredictable
20000,21,3.06,Winter,Unpredictable
20000,22,3.36,Winter,Unpredictable
20000,23,3.66,Winter,Unpredictable
20000,24,3.96,Winter,Unpredictable
20000,25,4.26,Winter,Unpredictable
20000,26,4.56,Winter,Unpredictable
20000,27,4.86,Winter,Unpredictable
20000,28,5.16,Winter,Unpredictable
20000,29,5.46,Winter,Unpredictable
20000,30,5.76,Winter,Unpredictable
20000,31,6.06,Winter,Unpredictable
20000,32,6.36,Winter,Unpredictable
20000,33,6.66,Winter,Unpredictable
20000,34,6.96,Winter,Unpredictable
20000,35,7.26,Winter,Unpredictable
20000,36,7.56,Winter,Unpredictable
20000,37,7.86,Winter,Unpredictable
20000,38,8.16,Winter,Unpredictable
20000,39,8.46,Winter,Unpredictable
20000,40,8.76,Winter,Unpredictable
20000,41,9.06,Winter,Unpredictable
20000,42,9.36,Winter,Unpredictable
20000,43,9.66,Winter,Unpredictable
20000,44,9.96,Winter,Unpredictable
20000,45,10.26,Winter,Unpredictable
20000,46,10.56,Winter,Unpredictable
20000,47,10.86,Winter,Unpredictable
20000,48,11.16,Winter,Unpredictable
20000,49,11.46,Winter,Unpredictable
20000,50,11.76,Winter,Unpredictable
20000,51,12.06,Winter,Unpredictable
20000,52,12.36,Winter,Unpredictable
20000,53,12.66,Winter,Unpredictable
20000,54,12.96,Winter,Unpredictable
20000,55,13.26,Winter,Unpredictable
20000,56,13.26,Winter,Unpredictable
20000,57,13.26,Winter,Unpredictable
20000,58,13.26,Winter,Unpredictable
20000,59,13.26,Winter,Unpredictable
20000,60,13.26,Winter,Unpredictable
20000,61,13.26,Winter,Unpredictable
20000,62,13.26,Winter,Unpredictable
20000,63,13.26,Winter,Unpredictable
20000,64,13.26,Winter,Unpredictable
20000,65,13.26,Winter,Unpredictable
20000,66,13.26,Winter,Unpredictable
20000,67,13.26,Winter,Unpredictable
20000,68,13.26,Winter,Unpredictable
20000,69,13.26,Winter,Unpredictable
20000,70,13.26,Winter,Unpredictable
20000,71,13.26,Winter,Unpredictable
20000,72,13.26,Winter,Unpredictable
20000,73,13.26,Winter,Unpredictable
20000,74,13.26,Winter,Unpredictable
20000,75,13.26,Winter,Unpredictable
20000,76,13.26,Winter,Unpredictable
20000,77,13.26,Winter,Unpredictable
20000,78,13.26,Winter,Unpredictable
20000,79,13.26,Winter,Unpredictable
20000,80,30,Winter,Unpredictable
20000,81,30,Winter,Unpredictable
20000,82,30,Winter,Unpredictable
20000,83,30,Winter,Unpredictable
20000,84,30,Winter,Unpredictable
20000,85,30,Winter,Unpredictable
20000,86,30,Winter,Unpredictable
20000,87,30,Winter,Unpredictable
20000,88,30,Winter,Unpredictable
20000,89,30,Winter,Unpredictable
20000,90,30,Winter,Unpredictable
20000,91,30,Winter,Unpredictable
20000,92,30,Winter,Unpredictable
20000,93,30,Winter,Unpredictable
20000,94,30,Winter,Unpredictable
20000,95,30,Winter,Unpredictable
20000,96,30,Winter,Unpredictable
20000,97,30,Winter,Unpredictable
20000,98,30,Winter,Unpredictable
20000,99,30,Winter,Unpredictable
20000,100,30,Winter,Unpredictable
20000,101,30,Winter,Unpredictable
20000,102,30,Winter,Unpredictable
20000,103,30,Winter,Unpredictable
20000,104,30,Winter,Unpredictable
20000,105,30,Winter,Unpredictable
20000,106,30,Winter,Unpredictable
20000,107,30,Winter,Unpredictable
20000,108,30,Winter,Unpredictable
20000,109,30,Winter,Unpredictable
20000,110,30,Winter,Unpredictable
20000,111,30,Winter,Unpredictable
20000,112,30,Winter,Unpredictable
20000,113,30,Winter,Unpredictable
20000,114,30,Winter,Unpredictable
20000,115,30,Winter,Unpredictable
20000,116,30,Winter,Unpredictable
20000,117,30,Winter,Unpredictable
20000,118,30,Winter,Unpredictable
20000,119,30,Winter,Unpredictable
20000,120,30,Winter,Unpredictable
20000,121,30,Winter,Unpredictable
20000,122,30,Winter,Unpredictable
20000,123,30,Winter,Unpredictable
20000,124,30,Winter,Unpredictable
20000,125,30,Winter,Unpredictable
20000,126,30,Winter,Unpredictable
20000,127,30,Winter,Unpredictable
20000,128,30,Winter,Unpredictable
20000,129,30,Winter,Unpredictable
20000,130,30,Winter,Unpredictable
20000,131,30,Winter,Unpredictable
20000,132,30,Winter,Unpredictable
20000,133,30,Winter,Unpredictable
20000,134,30,Winter,Unpredictable
20000,135,30,Winter,Unpredictable
20000,136,30,Winter,Unpredictable
20000,137,30,Winter,Unpredictable
20000,138,30,Winter,Unpredictable
20000,139,30,Winter,Unpredictable
20000,140,30,Winter,Unpredictable
20000,141,30,Winter,Unpredictable
20000,142,30,Winter,Unpredictable
20000,143,30,Winter,Unpredictable
20000,144,30,Winter,Unpredictable
20000,145,30,Winter,Unpredictable
20000,146,30,Winter,Unpredictable
20000,147,30,Winter,Unpredictable
20000,148,30,Winter,Unpredictable
20000,149,30,Winter,Unpredictable
20000,150,30,Winter,Unpredictable
20000,151,30,Winter,Unpredictable
20000,152,30,Winter,Unpredictable
20000,153,30,Winter,Unpredictable
20000,154,30,Winter,Unpredictable
20000,155,30,Winter,Unpredictable
20000,156,30,Winter,Unpredictable
20000,157,30,Winter,Unpredictable
20000,158,30,Winter,Unpredictable
20000,159,30,Winter,Unpredictable
20000,160,30,Winter,Unpredictable
20000,1,2.4,Rainy,Unpredictable
20000,2,2.4,Rainy,Unpredictable
20000,3,2.4,Rainy,Unpredictable
20000,4,2.4,Rainy,Unpredictable
20000,5,2.4,Rainy,Unpredictable
20000,6,2.4,Rainy,Unpredictable
20000,7,2.4,Rainy,Unpredictable
20000,8,2.4,Rainy,Unpredictable
20000,9,2.4,Rainy,Unpredictable
20000,10,2.4,Rainy,Unpredictable
20000,11,2.46,Rainy,Unpredictable
20000,12,2.52,Rainy,Unpredictable
20000,13,2.58,Rainy,Unpredictable
20000,14,2.64,Rainy,Unpredictable
20000,15,2.7,Rainy,Unpredictable
20000,16,2.76,Rainy,Unpredictable
20000,17,2.82,Rainy,Unpredictable
20000,18,2.88,Rainy,Unpredictable
20000,19,2.94,Rainy,Unpredictable
20000,20,3,Rainy,Unpredictable
20000,21,3.06,Rainy,Unpredictable
20000,22,3.36,Rainy,Unpredictable
20000,23,3.66,Rainy,Unpredictable
20000,24,3.96,Rainy,Unpredictable
20000,25,4.26,Rainy,Unpredictable
20000,26,4.56,Rainy,Unpredictable
20000,27,4.86,Rainy,Unpredictable
20000,28,5.16,Rainy,Unpredictable
20000,29,5.46,Rainy,Unpredictable
20000,30,5.76,Rainy,Unpredictable
20000,31,6.06,Rainy,Unpredictable
20000,32,6.36,Rainy,Unpredictable
20000,33,6.66,Rainy,Unpredictable
20000,34,6.96,Rainy,Unpredictable
20000,35,7.26,Rainy,Unpredictable
20000,36,7.56,Rainy,Unpredictable
20000,37,7.86,Rainy,Unpredictable
20000,38,8.16,Rainy,Unpredictable
20000,39,8.46,Rainy,Unpredictable
20000,40,8.76,Rainy,Unpredictable
20000,41,9.06,Rainy,Unpredictable
20000,42,9.36,Rainy,Unpredictable
20000,43,9.66,Rainy,Unpredictable
20000,44,9.96,Rainy,Unpredictable
20000,45,10.26,Rainy,Unpredictable
20000,46,10.56,Rainy,Unpredictable
20000,47,10.86,Rainy,Unpredictable
20000,48,11.16,Rainy,Unpredictable
20000,49,11.46,Rainy,Unpredictable
20000,50,11.76,Rainy,Unpredictable
20000,51,12.06,Rainy,Unpredictable
20000,52,12.36,Rainy,Unpredictable
20000,53,12.66,Rainy,Unpredictable
20000,54,12.96,Rainy,Unpredictable
20000,55,13.26,Rainy,Unpredictable
20000,56,13.26,Rainy,Unpredictable
20000,57,13.26,Rainy,Unpredictable
20000,58,13.26,Rainy,Unpredictable
20000,59,13.26,Rainy,Unpredictable
20000,60,13.26,Rainy,Unpredictable
20000,61,13.26,Rainy,Unpredictable
20000,62,13.26,Rainy,Unpredictable
20000,63,13.26,Rainy,Unpredictable
20000,64,13.26,Rainy,Unpredictable
20000,65,13.26,Rainy,Unpredictable
20000,66,13.26,Rainy,Unpredictable
20000,67,13.26,Rainy,Unpredictable
20000,68,13.26,Rainy,Unpredictable
20000,69,13.26,Rainy,Unpredictable
20000,70,13.26,Rainy,Unpredictable
20000,71,13.26,Rainy,Unpredictable
20000,72,13.26,Rainy,Unpredictable
20000,73,13.26,Rainy,Unpredictable
20000,74,13.26,Rainy,Unpredictable
20000,75,13.26,Rainy,Unpredictable
20000,76,13.26,Rainy,Unpredictable
20000,77,13.26,Rainy,Unpredictable
20000,78,13.26,Rainy,Unpredictable
20000,79,13.26,Rainy,Unpredictable
20000,80,30,Rainy,Unpredictable
20000,81,30,Rainy,Unpredictable
20000,82,30,Rainy,Unpredictable
20000,83,30,Rainy,Unpredictable
20000,84,30,Rainy,Unpredictable
20000,85,30,Rainy,Unpredictable
20000,86,30,Rainy,Unpredictable
20000,87,30,Rainy,Unpredictable
20000,88,30,Rainy,Unpredictable
20000,89,30,Rainy,Unpredictable
20000,90,30,Rainy,Unpredictable
20000,91,30,Rainy,Unpredictable
20000,92,30,Rainy,Unpredictable
20000,93,30,Rainy,Unpredictable
20000,94,30,Rainy,Unpredictable
20000,95,30,Rainy,Unpredictable
20000,96,30,Rainy,Unpredictable
20000,97,30,Rainy,Unpredictable
20000,98,30,Rainy,Unpredictable
20000,99,30,Rainy,Unpredictable
20000,100,30,Rainy,Unpredictable
20000,101,30,Rainy,Unpredictable
20000,102,30,Rainy,Unpredictable
20000,103,30,Rainy,Unpredictable
20000,104,30,Rainy,Unpredictable
20000,105,30,Rainy,Unpredictable
20000,106,30,Rainy,Unpredictable
20000,107,30,Rainy,Unpredictable
20000,108,30,Rainy,Unpredictable
20000,109,30,Rainy,Unpredictable
20000,110,30,Rainy,Unpredictable
20000,111,30,Rainy,Unpredictable
20000,112,30,Rainy,Unpredictable
20000,113,30,Rainy,Unpredictable
20000,114,30,Rainy,Unpredictable
20000,115,30,Rainy,Unpredictable
20000,116,30,Rainy,Unpredictable
20000,117,30,Rainy,Unpredictable
20000,118,30,Rainy,Unpredictable
20000,119,30,Rainy,Unpredictable
20000,120,30,Rainy,Unpredictable
20000,121,30,Rainy,Unpredictable
20000,122,30,Rainy,Unpredictable
20000,123,30,Rainy,Unpredictable
20000,124,30,Rainy,Unpredictable
20000,125,30,Rainy,Unpredictable
20000,126,30,Rainy,Unpredictable
20000,127,30,Rainy,Unpredictable
20000,128,30,Rainy,Unpredictable
20000,129,30,Rainy,Unpredictable
20000,130,30,Rainy,Unpredictable
20000,131,30,Rainy,Unpredictable
20000,132,30,Rainy,Unpredictable
20000,133,30,Rainy,Unpredictable
20000,134,30,Rainy,Unpredictable
20000,135,30,Rainy,Unpredictable
20000,136,30,Rainy,Unpredictable
20000,137,30,Rainy,Unpredictable
20000,138,30,Rainy,Unpredictable
20000,139,30,Rainy,Unpredictable
20000,140,30,Rainy,Unpredictable
20000,141,30,Rainy,Unpredictable
20000,142,30,Rainy,Unpredictable
20000,143,30,Rainy,Unpredictable
20000,144,30,Rainy,Unpredictable
20000,145,30,Rainy,Unpredictable
20000,146,30,Rainy,Unpredictable
20000,147,30,Rainy,Unpredictable
20000,148,30,Rainy,Unpredictable
20000,149,30,Rainy,Unpredictable
20000,150,30,Rainy,Unpredictable
20000,151,30,Rainy,Unpredictable
20000,152,30,Rainy,Unpredictable
20000,153,30,Rainy,Unpredictable
20000,154,30,Rainy,Unpredictable
20000,155,30,Rainy,Unpredictable
20000,156,30,Rainy,Unpredictable
20000,157,30,Rainy,Unpredictable
20000,158,30,Rainy,Unpredictable
20000,159,30,Rainy,Unpredictable
20000,160,30,Rainy,Unpredictable
20000,1,2.8,Summer,Unpredictable
20000,2,2.8,Summer,Unpredictable
20000,3,2.8,Summer,Unpredictable
20000,4,2.8,Summer,Unpredictable
20000,5,2.8,Summer,Unpredictable
20000,6,2.8,Summer,Unpredictable
20000,7,2.8,Summer,Unpredictable
20000,8,2.8,Summer,Unpredictable
20000,9,2.8,Summer,Unpredictable
20000,10,2.8,Summer,Unpredictable
20000,11,2.87,Summer,Unpredictable
20000,12,2.94,Summer,Unpredictable
20000,13,3.01,Summer,Unpredictable
20000,14,3.08,Summer,Unpredictable
20000,15,3.15,Summer,Unpredictable
20000,16,3.22,Summer,Unpredictable
20000,17,3.29,Summer,Unpredictable
20000,18,3.36,Summer,Unpredictable
20000,19,3.43,Summer,Unpredictable
20000,20,3.5,Summer,Unpredictable
20000,21,3.57,Summer,Unpredictable
20000,22,3.92,Summer,Unpredictable
20000,23,4.27,Summer,Unpredictable
20000,24,4.62,Summer,Unpredictable
20000,25,4.97,Summer,Unpredictable
20000,26,5.32,Summer,Unpredictable
20000,27,5.67,Summer,Unpredictable
20000,28,6.02,Summer,Unpredictable
20000,29,6.37,Summer,Unpredictable
20000,30,6.72,Summer,Unpredictable
20000,31,7.07,Summer,Unpredictable
20000,32,7.42,Summer,Unpredictable
20000,33,7.77,Summer,Unpredictable
20000,34,8.12,Summer,Unpredictable
20000,35,8.47,Summer,Unpredictable
20000,36,8.82,Summer,Unpredictable
20000,37,9.17,Summer,Unpredictable
20000,38,9.52,Summer,Unpredictable
20000,39,9.87,Summer,Unpredictable
20000,40,10.22,Summer,Unpredictable
20000,41,10.57,Summer,Unpredictable
20000,42,10.92,Summer,Unpredictable
20000,43,11.27,Summer,Unpredictable
20000,44,11.62,Summer,Unpredictable
20000,45,11.97,Summer,Unpredictable
20000,46,12.32,Summer,Unpredictable
20000,47,12.67,Summer,Unpredictable
20000,48,13.02,Summer,Unpredictable
20000,49,13.37,Summer,Unpredictable
20000,50,13.72,Summer,Unpredictable
20000,51,14.07,Summer,Unpredictable
20000,52,14.42,Summer,Unpredictable
20000,53,14.77,Summer,Unpredictable
20000,54,15.12,Summer,Unpredictable
20000,55,15.47,Summer,Unpredictable
20000,56,15.47,Summer,Unpredictable
20000,57,15.47,Summer,Unpredictable
20000,58,15.47,Summer,Unpredictable
20000,59,15.47,Summer,Unpredictable
20000,60,15.47,Summer,Unpredictable
20000,61,15.47,Summer,Unpredictable
20000,62,15.47,Summer,Unpredictable
20000,63,15.47,Summer,Unpredictable
20000,64,15.47,Summer,Unpredictable
20000,65,15.47,Summer,Unpredictable
20000,66,15.47,Summer,Unpredictable
20000,67,15.47,Summer,Unpredictable
20000,68,15.47,Summer,Unpredictable
20000,69,15.47,Summer,Unpredictable
20000,70,15.47,Summer,Unpredictable
20000,71,15.47,Summer,Unpredictable
20000,72,15.47,Summer,Unpredictable
20000,73,15.47,Summer,Unpredictable
20000,74,15.47,Summer,Unpredictable
20000,75,15.47,Summer,Unpredictable
20000,76,15.47,Summer,Unpredictable
20000,77,15.47,Summer,Unpredictable
20000,78,15.47,Summer,Unpredictable
20000,79,15.47,Summer,Unpredictable
20000,80,35,Summer,Unpredictable
20000,81,35,Summer,Unpredictable
20000,82,35,Summer,Unpredictable
20000,83,35,Summer,Unpredictable
20000,84,35,Summer,Unpredictable
20000,85,35,Summer,Unpredictable
20000,86,35,Summer,Unpredictable
20000,87,35,Summer,Unpredictable
20000,88,35,Summer,Unpredictable
20000,89,35,Summer,Unpredictable
20000,90,35,Summer,Unpredictable
20000,91,35,Summer,Unpredictable
20000,92,35,Summer,Unpredictable
20000,93,35,Summer,Unpredictable
20000,94,35,Summer,Unpredictable
20000,95,35,Summer,Unpredictable
20000,96,35,Summer,Unpredictable
20000,97,35,Summer,Unpredictable
20000,98,35,Summer,Unpredictable
20000,99,35,Summer,Unpredictable
20000,100,35,Summer,Unpredictable
20000,101,35,Summer,Unpredictable
20000,102,35,Summer,Unpredictable
20000,103,35,Summer,Unpredictable
20000,104,35,Summer,Unpredictable
20000,105,35,Summer,Unpredictable
20000,106,35,Summer,Unpredictable
20000,107,35,Summer,Unpredictable
20000,108,35,Summer,Unpredictable
20000,109,35,Summer,Unpredictable
20000,110,35,Summer,Unpredictable
20000,111,35,Summer,Unpredictable
20000,112,35,Summer,Unpredictable
20000,113,35,Summer,Unpredictable
20000,114,35,Summer,Unpredictable
20000,115,35,Summer,Unpredictable
20000,116,35,Summer,Unpredictable
20000,117,35,Summer,Unpredictable
20000,118,35,Summer,Unpredictable
20000,119,35,Summer,Unpredictable
20000,120,35,Summer,Unpredictable
20000,121,35,Summer,Unpredictable
20000,122,35,Summer,Unpredictable
20000,123,35,Summer,Unpredictable
20000,124,35,Summer,Unpredictable
20000,125,35,Summer,Unpredictable
20000,126,35,Summer,Unpredictable
20000,127,35,Summer,Unpredictable
20000,128,35,Summer,Unpredictable
20000,129,35,Summer,Unpredictable
20000,130,35,Summer,Unpredictable
20000,131,35,Summer,Unpredictable
20000,132,35,Summer,Unpredictable
20000,133,35,Summer,Unpredictable
20000,134,35,Summer,Unpredictable
20000,135,35,Summer,Unpredictable
20000,136,35,Summer,Unpredictable
20000,137,35,Summer,Unpredictable
20000,138,35,Summer,Unpredictable
20000,139,35,Summer,Unpredictable
20000,140,35,Summer,Unpredictable
20000,141,35,Summer,Unpredictable
20000,142,35,Summer,Unpredictable
20000,143,35,Summer,Unpredictable
20000,144,35,Summer,Unpredictable
20000,145,35,Summer,Unpredictable
20000,146,35,Summer,Unpredictable
20000,147,35,Summer,Unpredictable
20000,148,35,Summer,Unpredictable
20000,149,35,Summer,Unpredictable
20000,150,35,Summer,Unpredictable
20000,151,35,Summer,Unpredictable
20000,152,35,Summer,Unpredictable
20000,153,35,Summer,Unpredictable
20000,154,35,Summer,Unpredictable
20000,155,35,Summer,Unpredictable
20000,156,35,Summer,Unpredictable
20000,157,35,Summer,Unpredictable
20000,158,35,Summer,Unpredictable
20000,159,35,Summer,Unpredictable
20000,160,35,Summer,Unpredictable
20000,1,2.8,Winter,Unpredictable
20000,2,2.8,Winter,Unpredictable
20000,3,2.8,Winter,Unpredictable
20000,4,2.8,Winter,Unpredictable
20000,5,2.8,Winter,Unpredictable
20000,6,2.8,Winter,Unpredictable
20000,7,2.8,Winter,Unpredictable
20000,8,2.8,Winter,Unpredictable
20000,9,2.8,Winter,Unpredictable
20000,10,2.8,Winter,Unpredictable
20000,11,2.87,Winter,Unpredictable
20000,12,2.94,Winter,Unpredictable
20000,13,3.01,Winter,Unpredictable
20000,14,3.08,Winter,Unpredictable
20000,15,3.15,Winter,Unpredictable
20000,16,3.22,Winter,Unpredictable
20000,17,3.29,Winter,Unpredictable
20000,18,3.36,Winter,Unpredictable
20000,19,3.43,Winter,Unpredictable
20000,20,3.5,Winter,Unpredictable
20000,21,3.57,Winter,Unpredictable
20000,22,3.92,Winter,Unpredictable
20000,23,4.27,Winter,Unpredictable
20000,24,4.62,Winter,Unpredictable
20000,25,4.97,Winter,Unpredictable
20000,26,5.32,Winter,Unpredictable
20000,27,5.67,Winter,Unpredictable
20000,28,6.02,Winter,Unpredictable
20000,29,6.37,Winter,Unpredictable
20000,30,6.72,Winter,Unpredictable
20000,31,7.07,Winter,Unpredictable
20000,32,7.42,Winter,Unpredictable
20000,33,7.77,Winter,Unpredictable
20000,34,8.12,Winter,Unpredictable
20000,35,8.47,Winter,Unpredictable
20000,36,8.82,Winter,Unpredictable
20000,37,9.17,Winter,Unpredictable
20000,38,9.52,Winter,Unpredictable
20000,39,9.87,Winter,Unpredictable
20000,40,10.22,Winter,Unpredictable
20000,41,10.57,Winter,Unpredictable
20000,42,10.92,Winter,Unpredictable
20000,43,11.27,Winter,Unpredictable
20000,44,11.62,Winter,Unpredictable
20000,45,11.97,Winter,Unpredictable
20000,46,12.32,Winter,Unpredictable
20000,47,12.67,Winter,Unpredictable
20000,48,13.02,Winter,Unpredictable
20000,49,13.37,Winter,Unpredictable
20000,50,13.72,Winter,Unpredictable
20000,51,14.07,Winter,Unpredictable
20000,52,14.42,Winter,Unpredictable
20000,53,14.77,Winter,Unpredictable
20000,54,15.12,Winter,Unpredictable
20000,55,15.47,Winter,Unpredictable
20000,56,15.47,Winter,Unpredictable
20000,57,15.47,Winter,Unpredictable
20000,58,15.47,Winter,Unpredictable
20000,59,15.47,Winter,Unpredictable
20000,60,15.47,Winter,Unpredictable
20000,61,15.47,Winter,Unpredictable
20000,62,15.47,Winter,Unpredictable
20000,63,15.47,Winter,Unpredictable
20000,64,15.47,Winter,Unpredictable
20000,65,15.47,Winter,Unpredictable
20000,66,15.47,Winter,Unpredictable
20000,67,15.47,Winter,Unpredictable
20000,68,15.47,Winter,Unpredictable
20000,69,15.47,Winter,Unpredictable
20000,70,15.47,Winter,Unpredictable
20000,71,15.47,Winter,Unpredictable
20000,72,15.47,Winter,Unpredictable
20000,73,15.47,Winter,Unpredictable
20000,74,15.47,Winter,Unpredictable
20000,75,15.47,Winter,Unpredictable
20000,76,15.47,Winter,Unpredictable
20000,77,15.47,Winter,Unpredictable
20000,78,15.47,Winter,Unpredictable
20000,79,15.47,Winter,Unpredictable
20000,80,35,Winter,Unpredictable
20000,81,35,Winter,Unpredictable
20000,82,35,Winter,Unpredictable
20000,83,35,Winter,Unpredictable
20000,84,35,Winter,Unpredictable
20000,85,35,Winter,Unpredictable
20000,86,35,Winter,Unpredictable
20000,87,35,Winter,Unpredictable
20000,88,35,Winter,Unpredictable
20000,89,35,Winter,Unpredictable
20000,90,35,Winter,Unpredictable
20000,91,35,Winter,Unpredictable
20000,92,35,Winter,Unpredictable
20000,93,35,Winter,Unpredictable
20000,94,35,Winter,Unpredictable
20000,95,35,Winter,Unpredictable
20000,96,35,Winter,Unpredictable
20000,97,35,Winter,Unpredictable
20000,98,35,Winter,Unpredictable
20000,99,35,Winter,Unpredictable
20000,100,35,Winter,Unpredictable
20000,101,35,Winter,Unpredictable
20000,102,35,Winter,Unpredictable
20000,103,35,Winter,Unpredictable
20000,104,35,Winter,Unpredictable
20000,105,35,Winter,Unpredictable
20000,106,35,Winter,Unpredictable
20000,107,35,Winter,Unpredictable
20000,108,35,Winter,Unpredictable
20000,109,35,Winter,Unpredictable
20000,110,35,Winter,Unpredictable
20000,111,35,Winter,Unpredictable
20000,112,35,Winter,Unpredictable
20000,113,35,Winter,Unpredictable
20000,114,35,Winter,Unpredictable
20000,115,35,Winter,Unpredictable
20000,116,35,Winter,Unpredictable
20000,117,35,Winter,Unpredictable
20000,118,35,Winter,Unpredictable
20000,119,35,Winter,Unpredictable
20000,120,35,Winter,Unpredictable
20000,121,35,Winter,Unpredictable
20000,122,35,Winter,Unpredictable
20000,123,35,Winter,Unpredictable
20000,124,35,Winter,Unpredictable
20000,125,35,Winter,Unpredictable
20000,126,35,Winter,Unpredictable
20000,127,35,Winter,Unpredictable
20000,128,35,Winter,Unpredictable
20000,129,35,Winter,Unpredictable
20000,130,35,Winter,Unpredictable
20000,131,35,Winter,Unpredictable
20000,132,35,Winter,Unpredictable
20000,133,35,Winter,Unpredictable
20000,134,35,Winter,Unpredictable
20000,135,35,Winter,Unpredictable
20000,136,35,Winter,Unpredictable
20000,137,35,Winter,Unpredictable
20000,138,35,Winter,Unpredictable
20000,139,35,Winter,Unpredictable
20000,140,35,Winter,Unpredictable
20000,141,35,Winter,Unpredictable
20000,142,35,Winter,Unpredictable
20000,143,35,Winter,Unpredictable
20000,144,35,Winter,Unpredictable
20000,145,35,Winter,Unpredictable
20000,146,35,Winter,Unpredictable
20000,147,35,Winter,Unpredictable
20000,148,35,Winter,Unpredictable
20000,149,35,Winter,Unpredictable
20000,150,35,Winter,Unpredictable
20000,151,35,Winter,Unpredictable
20000,152,35,Winter,Unpredictable
20000,153,35,Winter,Unpredictable
20000,154,35,Winter,Unpredictable
20000,155,35,Winter,Unpredictable
20000,156,35,Winter,Unpredictable
20000,157,35,Winter,Unpredictable
20000,158,35,Winter,Unpredictable
20000,159,35,Winter,Unpredictable
20000,160,35,Winter,Unpredictable
20000,1,2.8,Rainy,Unpredictable
20000,2,2.8,Rainy,Unpredictable
20000,3,2.8,Rainy,Unpredictable
20000,4,2.8,Rainy,Unpredictable
20000,5,2.8,Rainy,Unpredictable
20000,6,2.8,Rainy,Unpredictable
20000,7,2.8,Rainy,Unpredictable
20000,8,2.8,Rainy,Unpredictable
20000,9,2.8,Rainy,Unpredictable
20000,10,2.8,Rainy,Unpredictable
20000,11,2.87,Rainy,Unpredictable
20000,12,2.94,Rainy,Unpredictable
